url,checksum
https://cdn.kernel.org/pub/linux/kernel/v6.x/linux-6.4.6.tar.xz,12e896576a8e818d19a21d569ba6a6e5
https://ftp.drupal.org/files/projects/drupal-10.1.1.tar.gz,f187fbcabae67921fe747a9c8d6d32cc
https://wordpress.org/wordpress-6.2.3.tar.gz,bfc19ba46f9eabb8de90f501e791e61b
